,Score,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,AST,TO,STL,BLK,PF,Games
1186_2009,62.58620689655172,22.724137931034484,54.48275862068966,5.413793103448276,16.96551724137931,11.724137931034482,17.03448275862069,10.448275862068966,21.413793103448278,11.482758620689655,8.586206896551724,5.793103448275862,2.1724137931034484,19.17241379310345,29
1186_2010,67.0,23.464285714285715,57.17857142857143,7.035714285714286,19.25,13.035714285714286,18.392857142857142,9.535714285714286,23.107142857142858,12.821428571428571,9.321428571428571,5.964285714285714,2.25,20.571428571428573,28
1186_2011,64.82142857142857,21.928571428571427,55.25,7.607142857142857,21.107142857142858,13.357142857142858,20.178571428571427,11.714285714285714,21.428571428571427,11.178571428571429,8.5,5.464285714285714,3.857142857142857,20.5,28
1186_2012,71.3,23.933333333333334,59.46666666666667,8.566666666666666,24.5,14.866666666666667,21.033333333333335,12.0,22.066666666666666,11.733333333333333,8.666666666666666,7.0,3.433333333333333,23.033333333333335,30
1186_2013,69.2258064516129,24.225806451612904,58.41935483870968,8.516129032258064,25.0,12.258064516129032,18.70967741935484,11.03225806451613,24.870967741935484,13.35483870967742,9.064516129032258,5.290322580645161,5.67741935483871,18.419354838709676,31
1186_2014,75.62068965517241,25.724137931034484,57.3448275862069,8.10344827586207,21.75862068965517,16.06896551724138,23.17241379310345,10.551724137931034,25.620689655172413,12.931034482758621,9.413793103448276,4.413793103448276,4.206896551724138,19.96551724137931,29
1186_2015,79.35483870967742,27.29032258064516,58.29032258064516,9.96774193548387,25.161290322580644,14.806451612903226,20.741935483870968,10.064516129032258,23.806451612903224,12.67741935483871,9.548387096774194,6.290322580645161,4.612903225806452,18.161290322580644,31
1186_2016,79.66666666666667,27.566666666666666,57.3,10.1,26.533333333333335,14.433333333333334,21.066666666666666,9.0,23.3,12.466666666666667,8.4,5.4,3.7,19.6,30
1186_2017,78.74193548387096,27.612903225806452,58.25806451612903,7.806451612903226,21.322580645161292,15.709677419354838,20.516129032258064,9.225806451612904,26.516129032258064,12.03225806451613,10.064516129032258,4.516129032258065,4.774193548387097,20.322580645161292,31
1186_2018,74.3125,26.5,56.84375,9.0,23.3125,12.3125,16.0625,7.0,25.78125,12.5,8.78125,5.1875,3.0,19.0625,32
1186_2019,71.75757575757575,25.545454545454547,59.696969696969695,9.0,25.87878787878788,11.666666666666666,16.09090909090909,8.848484848484848,26.303030303030305,13.545454545454545,8.636363636363637,5.575757575757576,3.0,18.696969696969695,33
1186_2020,77.79310344827586,27.96551724137931,62.58620689655172,9.137931034482758,26.551724137931036,12.724137931034482,18.517241379310345,10.241379310344827,26.896551724137932,16.448275862068964,11.241379310344827,6.551724137931035,3.4482758620689653,19.137931034482758,29
1186_2021,77.95454545454545,27.636363636363637,58.86363636363637,8.363636363636363,23.318181818181817,14.318181818181818,17.90909090909091,6.545454545454546,26.0,14.954545454545455,10.045454545454545,4.863636363636363,2.727272727272727,7.409090909090909,22
1186_2022,75.25806451612904,26.0,57.61290322580645,8.806451612903226,24.483870967741936,14.451612903225806,19.096774193548388,7.354838709677419,25.258064516129032,15.193548387096774,9.096774193548388,5.161290322580645,2.7419354838709675,18.741935483870968,31
1187_2003,63.0,22.72,56.16,4.24,15.76,13.32,19.28,12.84,24.76,11.92,8.24,4.76,3.64,17.32,25
1187_2004,69.42307692307692,24.307692307692307,56.11538461538461,5.0,14.884615384615385,15.807692307692308,24.26923076923077,13.346153846153847,25.884615384615383,11.538461538461538,9.807692307692308,6.576923076923077,4.576923076923077,19.76923076923077,26
1187_2005,62.61538461538461,22.115384615384617,56.76923076923077,4.269230769230769,14.615384615384615,14.115384615384615,22.5,14.346153846153847,24.846153846153847,11.73076923076923,10.038461538461538,5.961538461538462,4.0,20.653846153846153,26
1187_2006,60.76923076923077,20.153846153846153,52.53846153846154,6.0,20.307692307692307,14.461538461538462,22.03846153846154,12.307692307692308,22.26923076923077,12.923076923076923,9.961538461538462,6.846153846153846,1.5384615384615385,19.23076923076923,26
1187_2007,57.888888888888886,20.62962962962963,52.81481481481482,6.2592592592592595,20.333333333333332,10.37037037037037,18.037037037037038,10.481481481481481,22.62962962962963,11.555555555555555,7.62962962962963,6.0,2.4074074074074074,19.0,27
1187_2008,66.96296296296296,22.0,53.2962962962963,7.851851851851852,20.48148148148148,15.11111111111111,21.74074074074074,10.962962962962964,20.666666666666668,13.88888888888889,9.222222222222221,6.074074074074074,3.814814814814815,20.296296296296298,27
1187_2009,71.92592592592592,24.11111111111111,55.370370370370374,8.814814814814815,23.074074074074073,14.88888888888889,20.185185185185187,10.481481481481481,23.11111111111111,14.0,8.037037037037036,5.148148148148148,2.962962962962963,17.48148148148148,27
1187_2010,66.5,22.75,52.357142857142854,5.357142857142857,16.75,15.642857142857142,22.464285714285715,11.107142857142858,23.785714285714285,11.571428571428571,11.0,6.321428571428571,3.357142857142857,17.892857142857142,28
1187_2011,67.23333333333333,21.3,50.56666666666667,7.466666666666667,20.766666666666666,17.166666666666668,24.766666666666666,10.3,22.066666666666666,12.466666666666667,9.4,6.5,2.6666666666666665,19.866666666666667,30
1187_2012,66.77777777777777,22.88888888888889,54.18518518518518,7.666666666666667,22.0,13.333333333333334,19.14814814814815,10.296296296296296,22.51851851851852,14.037037037037036,9.666666666666666,7.481481481481482,3.888888888888889,18.666666666666668,27
1187_2013,74.96153846153847,25.53846153846154,57.57692307692308,7.923076923076923,22.46153846153846,15.961538461538462,21.807692307692307,9.923076923076923,24.115384615384617,16.615384615384617,10.153846153846153,7.346153846153846,4.230769230769231,18.884615384615383,26
1187_2014,70.79310344827586,23.03448275862069,53.13793103448276,8.655172413793103,23.17241379310345,16.06896551724138,22.17241379310345,9.827586206896552,22.482758620689655,12.827586206896552,9.10344827586207,6.103448275862069,2.8620689655172415,17.96551724137931,29
1187_2015,62.096774193548384,22.032258064516128,53.064516129032256,7.225806451612903,20.322580645161292,10.806451612903226,15.870967741935484,9.548387096774194,20.870967741935484,13.064516129032258,7.935483870967742,5.935483870967742,1.8709677419354838,17.258064516129032,31
1187_2016,68.3125,23.78125,55.9375,7.25,21.375,13.5,19.375,10.0,24.28125,15.1875,9.125,5.71875,2.0,16.75,32
1187_2017,63.27272727272727,21.696969696969695,54.45454545454545,6.484848484848484,20.242424242424242,13.393939393939394,20.393939393939394,11.212121212121213,26.666666666666668,11.93939393939394,10.151515151515152,5.090909090909091,5.181818181818182,16.696969696969695,33
1187_2018,66.43333333333334,24.7,57.43333333333333,6.066666666666666,19.9,10.966666666666667,16.466666666666665,9.733333333333333,24.266666666666666,12.933333333333334,9.233333333333333,4.933333333333334,3.1,17.666666666666668,30
1187_2019,67.35483870967742,24.161290322580644,57.774193548387096,5.0,17.580645161290324,14.03225806451613,20.580645161290324,10.35483870967742,23.870967741935484,12.32258064516129,9.096774193548388,7.225806451612903,3.5483870967741935,20.06451612903226,31
1187_2020,68.09677419354838,23.903225806451612,56.74193548387097,5.225806451612903,18.612903225806452,15.064516129032258,20.870967741935484,9.612903225806452,25.967741935483872,13.67741935483871,9.419354838709678,6.516129032258065,3.032258064516129,20.774193548387096,31
1187_2021,65.44444444444444,23.055555555555557,57.111111111111114,5.555555555555555,18.666666666666668,13.777777777777779,18.88888888888889,8.0,22.88888888888889,15.5,9.055555555555555,5.888888888888889,3.111111111111111,2.5555555555555554,18
1187_2022,68.76666666666667,23.366666666666667,57.5,7.5,22.533333333333335,14.533333333333333,19.266666666666666,8.266666666666667,23.4,14.733333333333333,9.733333333333333,6.766666666666667,3.066666666666667,16.233333333333334,30
1188_2009,64.73913043478261,22.956521739130434,55.91304347826087,6.173913043478261,18.565217391304348,12.652173913043478,18.17391304347826,7.565217391304348,22.08695652173913,11.043478260869565,8.869565217391305,6.043478260869565,3.1739130434782608,20.565217391304348,23
1188_2010,60.42307692307692,21.153846153846153,55.03846153846154,5.846153846153846,18.692307692307693,12.26923076923077,17.384615384615383,9.0,23.0,11.384615384615385,6.961538461538462,4.8076923076923075,2.3846153846153846,20.192307692307693,26
1188_2011,62.2,21.8,53.68,6.52,20.12,12.08,17.96,7.68,21.32,12.52,10.04,5.32,2.84,21.28,25
1188_2012,64.92,22.68,51.96,6.68,16.84,12.88,19.48,8.8,22.68,11.92,9.68,5.28,2.2,18.72,25
1188_2013,61.64,22.2,52.8,5.92,16.28,11.32,17.32,9.68,21.68,12.44,8.56,5.28,2.08,18.16,25
1188_2014,71.89655172413794,25.344827586206897,55.13793103448276,7.0344827586206895,18.96551724137931,14.172413793103448,20.896551724137932,9.793103448275861,21.137931034482758,13.379310344827585,8.89655172413793,6.517241379310345,2.9655172413793105,20.448275862068964,29
1188_2015,65.42307692307692,22.692307692307693,53.53846153846154,6.6923076923076925,18.115384615384617,13.346153846153847,20.076923076923077,9.923076923076923,23.384615384615383,11.538461538461538,8.923076923076923,6.0,4.038461538461538,18.384615384615383,26
1188_2016,65.67857142857143,22.642857142857142,56.82142857142857,5.642857142857143,18.535714285714285,14.75,20.964285714285715,12.107142857142858,23.571428571428573,10.821428571428571,7.357142857142857,4.928571428571429,4.0,22.107142857142858,28
1188_2017,68.39285714285714,23.071428571428573,56.535714285714285,4.75,16.285714285714285,17.5,25.821428571428573,11.821428571428571,23.535714285714285,10.321428571428571,7.714285714285714,4.821428571428571,2.642857142857143,22.214285714285715,28
1188_2018,69.66666666666667,24.466666666666665,58.63333333333333,7.066666666666666,21.8,13.666666666666666,19.333333333333332,10.8,23.333333333333332,12.433333333333334,8.866666666666667,4.8,2.7333333333333334,21.5,30
1188_2019,72.20689655172414,25.448275862068964,61.41379310344828,6.620689655172414,21.82758620689655,14.689655172413794,21.24137931034483,11.379310344827585,23.24137931034483,12.241379310344827,8.96551724137931,6.344827586206897,2.1724137931034484,19.93103448275862,29
1188_2020,66.06896551724138,24.310344827586206,57.758620689655174,5.586206896551724,18.03448275862069,11.862068965517242,17.379310344827587,9.862068965517242,24.275862068965516,13.379310344827585,7.586206896551724,5.413793103448276,2.8620689655172415,19.724137931034484,29
1188_2021,65.16,23.56,53.8,5.84,18.72,12.2,17.84,7.64,21.36,12.8,10.24,5.84,4.4,4.84,25
1188_2022,66.73333333333333,23.633333333333333,56.86666666666667,5.833333333333333,19.833333333333332,13.633333333333333,19.633333333333333,9.5,23.0,11.866666666666667,9.8,6.9,3.7666666666666666,18.766666666666666,30
1189_2003,62.4,22.92,54.2,4.52,13.96,12.04,18.28,12.92,20.56,11.16,11.88,7.2,2.56,19.48,25
1189_2004,67.82142857142857,24.607142857142858,58.75,6.928571428571429,20.214285714285715,11.678571428571429,16.642857142857142,13.464285714285714,22.071428571428573,14.321428571428571,11.678571428571429,8.857142857142858,2.2857142857142856,19.428571428571427,28
1189_2005,59.96551724137931,21.24137931034483,51.86206896551724,5.620689655172414,17.344827586206897,11.862068965517242,18.862068965517242,9.793103448275861,22.06896551724138,10.758620689655173,8.827586206896552,7.689655172413793,2.1724137931034484,17.896551724137932,29
1189_2006,65.03846153846153,22.576923076923077,52.19230769230769,6.115384615384615,19.0,13.76923076923077,20.0,10.23076923076923,23.692307692307693,13.26923076923077,11.0,7.038461538461538,2.6153846153846154,18.653846153846153,26
1189_2007,61.214285714285715,22.285714285714285,54.357142857142854,5.785714285714286,17.678571428571427,10.857142857142858,16.0,10.642857142857142,22.571428571428573,10.678571428571429,8.392857142857142,5.928571428571429,2.607142857142857,19.464285714285715,28
1189_2008,62.483870967741936,23.258064516129032,54.58064516129032,5.419354838709677,17.161290322580644,10.548387096774194,15.483870967741936,10.290322580645162,22.516129032258064,11.548387096774194,9.419354838709678,6.645161290322581,2.5161290322580645,19.0,31
1189_2009,64.72413793103448,23.379310344827587,54.51724137931034,6.0344827586206895,17.310344827586206,11.931034482758621,18.17241379310345,9.793103448275861,21.96551724137931,13.068965517241379,8.655172413793103,6.655172413793103,3.310344827586207,18.448275862068964,29
1189_2010,65.7741935483871,23.258064516129032,57.193548387096776,7.096774193548387,22.29032258064516,12.161290322580646,18.774193548387096,10.32258064516129,22.903225806451612,12.193548387096774,8.290322580645162,5.67741935483871,2.032258064516129,18.70967741935484,31
1189_2011,72.28571428571429,23.75,56.535714285714285,8.892857142857142,25.107142857142858,15.892857142857142,22.0,9.964285714285714,22.928571428571427,13.464285714285714,8.535714285714286,5.178571428571429,2.4642857142857144,19.678571428571427,28
1189_2012,68.24137931034483,24.06896551724138,58.275862068965516,7.241379310344827,21.0,12.862068965517242,19.0,10.206896551724139,25.75862068965517,12.551724137931034,10.137931034482758,4.448275862068965,2.5172413793103448,18.482758620689655,29
1189_2013,68.03333333333333,24.266666666666666,56.266666666666666,7.433333333333334,21.6,12.066666666666666,16.9,8.966666666666667,24.8,13.066666666666666,9.566666666666666,6.266666666666667,3.466666666666667,17.233333333333334,30
1189_2014,71.65517241379311,24.96551724137931,55.13793103448276,7.689655172413793,21.17241379310345,14.03448275862069,19.724137931034484,8.89655172413793,24.20689655172414,13.172413793103448,9.172413793103448,4.793103448275862,2.7586206896551726,18.275862068965516,29
1189_2015,67.7741935483871,23.193548387096776,56.16129032258065,6.935483870967742,20.129032258064516,14.451612903225806,21.129032258064516,10.32258064516129,22.838709677419356,11.03225806451613,9.35483870967742,6.290322580645161,1.3548387096774193,21.096774193548388,31
1189_2016,74.63333333333334,26.6,60.266666666666666,9.233333333333333,27.266666666666666,12.2,18.3,10.166666666666666,26.433333333333334,14.933333333333334,9.366666666666667,5.1,2.2,19.433333333333334,30
1189_2017,73.76666666666667,25.833333333333332,58.766666666666666,9.533333333333333,26.733333333333334,12.566666666666666,18.033333333333335,8.7,28.4,14.166666666666666,9.333333333333334,4.866666666666666,2.3666666666666667,16.566666666666666,30
1189_2018,72.2,25.9,59.4,10.333333333333334,29.766666666666666,10.066666666666666,14.266666666666667,7.733333333333333,27.033333333333335,15.733333333333333,8.533333333333333,4.166666666666667,2.033333333333333,15.766666666666667,30
1189_2019,69.2,24.833333333333332,57.266666666666666,9.9,28.633333333333333,9.633333333333333,13.9,7.8,24.766666666666666,14.0,8.433333333333334,3.966666666666667,1.8666666666666667,16.966666666666665,30
1189_2020,66.48387096774194,22.70967741935484,55.61290322580645,9.64516129032258,27.419354838709676,11.419354838709678,15.548387096774194,8.0,23.483870967741936,12.290322580645162,7.580645161290323,4.483870967741935,1.7419354838709677,19.64516129032258,31
1189_2021,64.83333333333333,23.333333333333332,56.833333333333336,8.277777777777779,25.0,9.88888888888889,13.166666666666666,7.0,23.833333333333332,10.666666666666666,8.61111111111111,5.722222222222222,2.111111111111111,7.944444444444445,18
1189_2022,65.03333333333333,23.233333333333334,55.63333333333333,8.066666666666666,24.433333333333334,10.5,14.4,7.166666666666667,22.2,11.766666666666667,8.8,4.866666666666666,2.3333333333333335,20.5,30
1190_2003,79.70370370370371,28.074074074074073,61.407407407407405,5.222222222222222,15.185185185185185,18.333333333333332,24.814814814814813,14.0,24.037037037037038,14.037037037037036,15.407407407407407,10.703703703703704,5.2592592592592595,19.51851851851852,27
1190_2004,77.93103448275862,28.344827586206897,61.10344827586207,5.9655172413793105,16.82758620689655,15.275862068965518,22.551724137931036,12.206896551724139,25.517241379310345,15.379310344827585,14.655172413793103,10.931034482758621,5.586206896551724,16.862068965517242,29
1190_2005,74.57692307692308,27.46153846153846,61.73076923076923,6.653846153846154,18.26923076923077,13.0,19.03846153846154,12.26923076923077,24.384615384615383,11.076923076923077,11.192307692307692,7.769230769230769,2.0384615384615383,18.46153846153846,26
1190_2006,81.57142857142857,30.785714285714285,65.25,5.821428571428571,17.714285714285715,14.178571428571429,22.0,14.607142857142858,24.214285714285715,12.178571428571429,12.714285714285714,10.285714285714286,2.7142857142857144,17.464285714285715,28
1190_2007,73.09677419354838,26.451612903225808,57.903225806451616,6.0,17.35483870967742,14.193548387096774,19.451612903225808,11.387096774193548,24.612903225806452,15.741935483870968,13.935483870967742,9.838709677419354,4.516129032258065,19.967741935483872,31
1190_2008,77.93548387096774,27.483870967741936,60.935483870967744,7.064516129032258,20.129032258064516,15.903225806451612,22.129032258064516,12.387096774193548,24.741935483870968,12.870967741935484,12.387096774193548,8.64516129032258,3.161290322580645,21.096774193548388,31
1190_2009,78.09375,27.625,59.59375,5.9375,17.375,16.90625,23.71875,11.40625,26.125,12.40625,11.84375,8.375,3.71875,18.3125,32
1190_2010,69.03030303030303,24.484848484848484,56.39393939393939,5.121212121212121,16.303030303030305,14.93939393939394,22.575757575757574,12.666666666666666,23.666666666666668,10.878787878787879,11.636363636363637,8.272727272727273,3.1818181818181817,19.09090909090909,33
1190_2011,67.9375,23.53125,53.03125,4.96875,14.84375,15.90625,23.8125,11.71875,24.53125,10.375,10.65625,6.375,3.875,18.59375,32
1190_2012,67.16666666666667,24.666666666666668,55.833333333333336,4.0,12.966666666666667,13.833333333333334,21.933333333333334,12.9,20.966666666666665,10.266666666666667,10.033333333333333,10.233333333333333,2.8,16.933333333333334,30
1190_2013,61.29032258064516,21.741935483870968,54.483870967741936,6.354838709677419,19.677419354838708,11.451612903225806,17.225806451612904,9.580645161290322,20.838709677419356,9.774193548387096,9.129032258064516,6.225806451612903,2.225806451612903,16.29032258064516,31
1190_2014,75.78125,24.625,57.75,7.8125,21.5625,18.71875,25.1875,10.125,24.4375,12.09375,9.1875,7.71875,2.9375,20.0,32
1190_2015,71.42857142857143,23.107142857142858,55.607142857142854,9.142857142857142,24.892857142857142,16.071428571428573,22.178571428571427,10.428571428571429,23.107142857142858,12.107142857142858,9.928571428571429,7.714285714285714,2.5357142857142856,20.214285714285715,28
1190_2016,76.21875,26.8125,58.15625,8.0625,21.125,14.53125,20.6875,10.0625,24.625,12.25,10.78125,6.5,3.5625,20.21875,32
1190_2017,79.59375,27.53125,55.71875,7.5,19.625,17.03125,24.40625,9.59375,26.15625,14.84375,12.8125,8.59375,4.875,20.34375,32
1190_2018,74.3125,26.875,56.625,7.1875,20.6875,13.375,18.75,9.875,26.53125,14.46875,11.625,7.25,4.34375,18.4375,32
1190_2019,77.3225806451613,28.774193548387096,60.193548387096776,7.903225806451613,22.129032258064516,11.870967741935484,18.06451612903226,12.806451612903226,25.903225806451612,15.32258064516129,12.064516129032258,7.387096774193548,3.903225806451613,17.580645161290324,31
1190_2020,74.19354838709677,26.161290322580644,55.83870967741935,7.419354838709677,21.870967741935484,14.451612903225806,20.580645161290324,10.516129032258064,23.93548387096774,13.258064516129032,11.580645161290322,7.451612903225806,3.3548387096774195,17.967741935483872,31
1190_2021,68.6086956521739,24.391304347826086,56.47826086956522,8.08695652173913,23.17391304347826,11.73913043478261,16.82608695652174,9.043478260869565,24.17391304347826,11.347826086956522,9.521739130434783,7.130434782608695,2.5217391304347827,3.3043478260869565,23
1190_2022,70.8,26.433333333333334,59.6,8.833333333333334,25.166666666666668,9.1,12.933333333333334,9.333333333333334,22.033333333333335,12.766666666666667,8.166666666666666,6.466666666666667,2.7666666666666666,14.966666666666667,30
1191_2003,70.0,23.928571428571427,49.5,5.857142857142857,14.964285714285714,16.285714285714285,22.321428571428573,8.785714285714286,23.071428571428573,15.75,11.214285714285714,5.392857142857143,3.392857142857143,19.892857142857142,28
1191_2004,67.65517241379311,23.82758620689655,52.58620689655172,7.172413793103448,19.310344827586206,12.827586206896552,19.379310344827587,8.655172413793103,25.17241379310345,14.96551724137931,9.89655172413793,3.896551724137931,2.9310344827586206,20.82758620689655,29
1191_2005,70.92857142857143,24.821428571428573,54.785714285714285,8.178571428571429,21.5,13.107142857142858,19.571428571428573,9.571428571428571,23.035714285714285,15.642857142857142,9.821428571428571,4.75,2.107142857142857,19.071428571428573,28
1191_2006,65.34482758620689,22.06896551724138,52.310344827586206,6.482758620689655,20.103448275862068,14.724137931034482,20.344827586206897,9.310344827586206,24.517241379310345,13.03448275862069,11.551724137931034,4.655172413793103,2.6551724137931036,19.93103448275862,29
1191_2007,68.74193548387096,22.677419354838708,49.645161290322584,7.354838709677419,18.483870967741936,16.032258064516128,21.870967741935484,8.548387096774194,22.451612903225808,13.903225806451612,8.96774193548387,4.774193548387097,2.5483870967741935,19.258064516129032,31
1191_2008,59.58620689655172,20.655172413793103,49.6551724137931,5.206896551724138,13.379310344827585,13.068965517241379,19.06896551724138,9.310344827586206,20.551724137931036,12.0,8.379310344827585,4.551724137931035,0.8620689655172413,19.75862068965517,29
1191_2009,66.55172413793103,23.379310344827587,52.206896551724135,3.2413793103448274,9.96551724137931,16.551724137931036,23.79310344827586,9.793103448275861,23.586206896551722,14.586206896551724,10.172413793103448,5.655172413793103,1.2413793103448276,19.93103448275862,29
1191_2010,63.86206896551724,21.82758620689655,51.13793103448276,4.551724137931035,13.068965517241379,15.655172413793103,21.448275862068964,9.310344827586206,23.586206896551722,13.827586206896552,9.413793103448276,5.0,1.5517241379310345,21.413793103448278,29
1191_2011,65.3103448275862,22.06896551724138,50.172413793103445,4.448275862068965,12.96551724137931,16.724137931034484,23.517241379310345,8.10344827586207,22.06896551724138,13.793103448275861,9.310344827586206,5.551724137931035,1.8620689655172413,20.724137931034484,29
1191_2012,72.83333333333333,24.6,54.13333333333333,5.533333333333333,14.2,18.1,23.333333333333332,8.733333333333333,20.3,15.833333333333334,9.1,7.533333333333333,1.6333333333333333,21.7,30
1191_2013,66.93548387096774,24.35483870967742,56.32258064516129,5.838709677419355,15.870967741935484,12.387096774193548,16.806451612903224,9.838709677419354,22.774193548387096,15.580645161290322,8.612903225806452,5.741935483870968,3.161290322580645,17.516129032258064,31
1191_2014,68.12903225806451,23.06451612903226,50.54838709677419,4.258064516129032,12.064516129032258,17.741935483870968,24.838709677419356,8.35483870967742,23.64516129032258,14.161290322580646,9.0,5.096774193548387,3.7419354838709675,18.903225806451612,31
1191_2015,67.73333333333333,23.333333333333332,49.63333333333333,4.033333333333333,11.8,17.033333333333335,22.866666666666667,7.733333333333333,23.766666666666666,14.933333333333334,10.5,5.266666666666667,3.6333333333333333,17.466666666666665,30
1191_2016,74.0,25.666666666666668,52.54545454545455,4.757575757575758,13.242424242424242,17.90909090909091,24.666666666666668,7.515151515151516,27.78787878787879,17.363636363636363,10.575757575757576,5.181818181818182,4.393939393939394,17.666666666666668,33
1191_2017,68.93548387096774,23.967741935483872,52.96774193548387,3.7419354838709675,10.129032258064516,17.258064516129032,24.258064516129032,8.935483870967742,25.193548387096776,13.03225806451613,8.64516129032258,5.129032258064516,2.870967741935484,20.387096774193548,31
1191_2018,63.9,22.233333333333334,51.36666666666667,5.6,14.033333333333333,13.833333333333334,17.666666666666668,7.466666666666667,25.0,12.533333333333333,10.566666666666666,6.1,2.8333333333333335,18.3,30
1191_2019,69.23333333333333,23.033333333333335,54.9,8.233333333333333,24.166666666666668,14.933333333333334,20.633333333333333,6.633333333333334,26.866666666666667,12.066666666666666,7.733333333333333,5.666666666666667,2.7333333333333334,19.3,30
1191_2020,66.45161290322581,23.0,55.0,7.483870967741935,23.451612903225808,12.96774193548387,17.774193548387096,6.870967741935484,24.096774193548388,12.225806451612904,7.838709677419355,4.806451612903226,2.2580645161290325,16.967741935483872,31
1191_2021,64.76,22.84,51.96,9.6,25.48,9.48,13.2,5.2,19.96,11.64,6.32,4.88,2.24,4.92,25
1191_2022,58.827586206896555,20.724137931034484,52.724137931034484,8.10344827586207,24.82758620689655,9.275862068965518,12.96551724137931,3.9310344827586206,21.482758620689655,10.344827586206897,6.379310344827586,6.0,2.0,14.96551724137931,29
1192_2003,72.62068965517241,25.413793103448278,58.10344827586207,8.482758620689655,24.103448275862068,13.310344827586206,18.896551724137932,10.068965517241379,21.275862068965516,14.03448275862069,11.10344827586207,6.0,2.3448275862068964,19.24137931034483,29
1192_2004,68.64285714285714,25.107142857142858,59.035714285714285,7.035714285714286,20.392857142857142,11.392857142857142,16.464285714285715,11.25,21.464285714285715,13.571428571428571,8.928571428571429,6.964285714285714,4.321428571428571,19.857142857142858,28
1192_2005,74.16129032258064,27.06451612903226,59.935483870967744,6.67741935483871,19.0,13.35483870967742,19.93548387096774,12.451612903225806,23.64516129032258,15.03225806451613,10.709677419354838,7.129032258064516,4.419354838709677,18.967741935483872,31
1192_2006,73.46666666666667,27.1,59.5,6.4,18.2,12.866666666666667,19.9,11.5,24.966666666666665,15.8,11.833333333333334,7.433333333333334,6.266666666666667,16.766666666666666,30
1192_2007,72.65517241379311,25.93103448275862,60.58620689655172,6.482758620689655,20.0,14.310344827586206,20.344827586206897,12.724137931034482,22.655172413793103,12.827586206896552,9.931034482758621,6.172413793103448,3.2413793103448274,17.75862068965517,29
1192_2008,70.03571428571429,23.535714285714285,56.17857142857143,8.071428571428571,22.714285714285715,14.892857142857142,20.892857142857142,9.928571428571429,22.785714285714285,11.678571428571429,9.142857142857142,4.964285714285714,2.9642857142857144,16.214285714285715,28
1192_2009,63.63333333333333,22.5,53.8,4.1,14.6,14.533333333333333,22.833333333333332,11.5,20.566666666666666,11.166666666666666,9.533333333333333,5.833333333333333,4.333333333333333,17.233333333333334,30
1192_2010,63.34375,21.90625,52.4375,4.5,13.96875,15.03125,23.21875,9.96875,25.28125,11.28125,9.84375,5.5,3.96875,19.0625,32
1192_2011,64.34482758620689,22.17241379310345,55.793103448275865,5.172413793103448,16.137931034482758,14.827586206896552,21.96551724137931,12.620689655172415,24.689655172413794,11.655172413793103,8.379310344827585,5.724137931034483,3.5172413793103448,19.137931034482758,29
1192_2012,60.758620689655174,22.586206896551722,54.793103448275865,3.7586206896551726,13.551724137931034,11.827586206896552,17.93103448275862,10.413793103448276,22.96551724137931,11.10344827586207,8.448275862068966,5.758620689655173,3.793103448275862,18.75862068965517,29
1192_2013,65.61290322580645,23.35483870967742,54.03225806451613,6.129032258064516,17.516129032258064,12.774193548387096,19.032258064516128,8.838709677419354,21.903225806451612,13.03225806451613,10.0,5.774193548387097,3.2580645161290325,18.419354838709676,31
1192_2014,68.6896551724138,23.517241379310345,56.724137931034484,7.068965517241379,20.17241379310345,14.586206896551724,20.24137931034483,10.758620689655173,21.137931034482758,10.379310344827585,7.482758620689655,6.620689655172414,4.103448275862069,21.275862068965516,29
1192_2015,66.21428571428571,22.964285714285715,56.785714285714285,6.892857142857143,21.464285714285715,13.392857142857142,19.428571428571427,10.214285714285714,19.321428571428573,10.75,7.857142857142857,8.571428571428571,3.107142857142857,22.678571428571427,28
1192_2016,76.83870967741936,27.677419354838708,60.645161290322584,7.258064516129032,19.903225806451612,14.225806451612904,20.35483870967742,10.548387096774194,22.580645161290324,14.096774193548388,9.516129032258064,7.354838709677419,2.5161290322580645,21.580645161290324,31
1192_2017,71.96551724137932,24.75862068965517,56.724137931034484,6.620689655172414,20.275862068965516,15.827586206896552,20.482758620689655,9.517241379310345,22.724137931034484,11.96551724137931,8.862068965517242,6.241379310344827,2.3448275862068964,21.379310344827587,29
1192_2018,72.6896551724138,26.310344827586206,59.58620689655172,6.758620689655173,19.93103448275862,13.310344827586206,18.344827586206897,10.827586206896552,22.896551724137932,12.689655172413794,8.931034482758621,6.517241379310345,3.0,18.310344827586206,29
1192_2019,74.74193548387096,26.193548387096776,55.225806451612904,7.806451612903226,19.322580645161292,14.548387096774194,19.548387096774192,9.225806451612904,23.096774193548388,13.935483870967742,10.35483870967742,7.516129032258065,3.6451612903225805,16.741935483870968,31
1192_2020,71.24137931034483,25.724137931034484,57.62068965517241,7.413793103448276,20.79310344827586,12.379310344827585,17.17241379310345,9.03448275862069,24.03448275862069,11.724137931034482,8.724137931034482,6.206896551724138,3.206896551724138,16.482758620689655,29
1192_2021,75.04166666666667,26.875,59.666666666666664,8.083333333333334,21.541666666666668,13.208333333333334,18.541666666666668,8.791666666666666,22.041666666666668,11.958333333333334,9.625,7.583333333333333,3.875,6.416666666666667,24
